filiere;hentad;niveaux;liveoù;Dep;uai;nom;anv;adresse;choml;cp-kp;commune;kumun;code_insee-kod_ebssa;telephone-pgz;telecopie-plr;courriel-posteler;autre_courriel-posteler_all;internet-kenrouedad;latitude-ledred;longitude-hedred
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561291Z;Ecole Saint Guen;Skol Sant Gwenn;26 rue Irène Joliot Curie;26 straed Irène Joliot-Curie;56000;VANNES;GWENED;56260;02 97 54 04 71;02 97 54 16 54;ec.0561291Z@ac-rennes.fr;_;http://www.ecolesaintguen.fr/;47.67083250087393;-2.755019754721449
Catholique;Katolik;Collège;Skolaj;56;0560115W;Collège Notre-Dame de Ménimur;Skolaj Itron-Varia ar Menemeur;85 rue de Metz;85 straed Metz;56000;VANNES;GWENED;56260;02 97 47 43 71;02 97 47 84 04;ce.0560115W@ac-rennes.fr;_;http://www.college-lycee-nd-menimur.com;47.66781087950591;-2.765059569906078
Catholique;Katolik;Lycée;Lise;56;0560114V;Lycée Saint François Xavier;Lise Sant Frañsez Zavier;3 rue Thiers;3 straed Thiers;56000;VANNES;GWENED;56260;02 97 47 12 80;02 97 42 64 16;ce.0560114V@ac-rennes.fr;_;saint-francois-xavier.com;47.654118572623666;-2.760760370613821
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561694M;Skol Diwan Gwened;Skol Diwan Gwened;3 impasse du Bohalgo;3 hent-dall Bohalgoù;56000;VANNES;GWENED;56260;02 97 47 85 92;02 97 47 85 92;ec.0561694M@ac-rennes.fr;diwangwened@gmail.com;http://www.gwened.diwan.bzh/;47.65953822597812;-2.724010429861333
Diwan;Diwan;Collège;Skolaj;56;0561792U;Collège Diwan ar Mor-Bihan;Skolaj Diwan ar Mor-Bihan;13 rue Michel de Montaigne;13 straed Michel de Montaigne;56000;VANNES;GWENED;56260;02 97 62 60 80;_;ce.0561792U@ac-rennes.fr;skolaj.gwened@diwan.bzh;_;47.64517811277417;-2.776588639484397
Diwan;Diwan;Lycée;Lise;56;0561981Z;Lise Diwan Gwened;Lise Diwan Gwened;13 rue Michel de Montaigne;13 straed Michel de Montaigne;56000;VANNES;GWENED;56260;02 97 62 60 80;_;ce.0561792U@ac-rennes.fr;lise.gwened@diwan.bzh;_;47.64600091243729;-2.7780521282629564
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560535C;Ecole publique de Rohan;Skol bublik Roc'han;27 rue des Grandes Murailles - BP 509;27 straed ar Magoeroù Bras - BP 509;56019;VANNES;GWENED;56260;02 97 01 63 85 / 02 97 47 21 67 ;_;ec.0560535c@ac-rennes.fr;_;_;47.665315891973975;-2.765398644709613
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561348L;Ecole publique Cliscouët;Skol bublik Kliskoed;42 rue La Pérouse;42 straed  La Pérouse;56019;VANNES;GWENED;56260;297016021;_;ec.0561348l@ac-rennes.fr;_;_;47.63802799128064;-2.775267182700303
Public;Publik;Ecole maternelle;Skol-vamm;56;0560512c;Ecole Calmette;Skol Calmette;7 avenue Jean-Marie Bécel;7 bali Jean-Marie Bécel;56000;VANNES;GWENED;56260;02 97 62 69 11;_;ec.0560512c@ac-rennes.fr;_;_;47.65772191704865;-2.771959509704126
Public;Publik;Collège;Skolaj;56;0560050A;Collège Jules Simon;Skolaj Jules Simon;24 place Maurice Marchais;24 plasenn Maurice Marchais;56000;VANNES;GWENED;56260;02 97 47 27 81;02 97 47 12 83;Ce.0560050a@ac-rennes.fr;_;_;47.65866791680233;-2.7608904994187884
